Name,Location,State(s),Counties,Type,Length,Uses
Chipola River Greenway - Hinson Conservation and Recreation Area Trail System,Hinson Trail is located within the City of Marianna on the west side of the Chipola River.,Florida,Jackson,"['Fitness', 'Trail', 'Greenway', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail', 'Rail', 'Trail', 'Urban', 'Trail']",4.00 Miles / 6.44 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Boating, non-motorized: Rafting', 'Caving', 'Dogs - On leash', 'Fishing', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Swimming', 'Swimming - Diving/snorkeling', 'Wildlife Observation']"
Chupadera Wilderness Trail,"Bosque del Apache National Wildlife Refuge, At Bosque del Apache NWR south of Socorro.<br/>",New Mexico,Socorro,['Backcountry'],9.50 Miles / 15.29 Km,['Pedestrian - Walking/Hiking/Running']
Citronelle Walking Trail,Paved rail-trail within the city limits of Citronelle in south Alabama.,Alabama,Mobile,"['Greenway', 'Nature', 'Trail', 'Rail', 'Trail', 'Urban', 'Trail']",3.00 Miles / 4.83 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating']"
Clear Creek NRT,"In the Klamath NF, follows Clear Creek S from Youngs Peak.  Go W on SR 96 from Happy Camp 10 mi.  Turn in on Rd. 15N32.",California,Siskiyou,['Backcountry'],22.50 Miles / 36.21 Km,"['Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Swimming', 'Swimming - Diving/snorkeling']"
Clearwater and Snake River,"Lower Granite Lake at Lewiston, Idaho and Clarkston, Washington","Idaho, Washington","Nez Perce, Asotin","['Greenway', 'Urban', 'Trail']",19.00 Miles / 30.58 Km,"['Bicycling (on pavement)', 'Boating, Motorized', 'Dogs - On leash', 'Fishing', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Skateboarding', 'Swimming', 'Wildlife Observation']"
Cliff Walk,Shoreline trail wraps around S and E sides of Newport.,Rhode Island,,"['Urban', 'Trail']",3.50 Miles / 5.63 Km,['Pedestrian - Walking/Hiking/Running']
Coastal Trail,"At N end of Redwoods NP, W of US 101 just N of mouth of Klamath River",California,Humbolt,[],27.00 Miles / 43.45 Km,[]
Colgate Licks Nature Trail,In the Clearwater NF along US 12 near Westover Campground.,Idaho,Idaho,"['Nature', 'Trail']",1.25 Miles / 2.01 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Columbine-Twining,"In Carson National Forest, joins Columbine and Twining campgrounds.",New Mexico,Taos,[],14.00 Miles / 22.53 Km,"['Camping', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Heritage and History', 'Hunting', 'Wildlife Observation']"
Columns of the Giants NRT,"In the Brightman Recreation Area of the Stanislaus National Forest,  just off SR 108, 54 miles east of Sonora, CA.",California,Tuolumne,"['Nature', 'Trail']",0.50 Miles / 0.80 Km,"['Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Swimming']"
Congaree River Blue Trail,"Congaree River Blue Trail, River trail from Columbia south and east to State Route 601 landing.",South Carolina,Lexington,"['Backcountry', 'Greenway', 'Water', 'Trail']",50.00 Miles / 80.47 Km,"['Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Swimming']"
Congress,In Sequoia-Kings Canyon NP by the Gen. Sherman Tree on the Generals Highway.,California,Tulare,[],2.00 Miles / 3.22 Km,[]
Copper Harbor Trails,"Copper Harbor, MI",Michigan,Keweenaw,"['Mountain', 'Bike', 'Trail']",30.00 Miles / 48.28 Km,"['Bicycling (off pavement)', 'Dogs - Off leash', 'Dogs - On leash', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
Cornelius Creek,"Buchanan VA., east 7 miles on Rt 614.",Virginia,Botetourt,['Backcountry'],2.90 Miles / 4.67 Km,"['Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Cottage Grove Ravine Regional Park,Cottage Grove,Minnesota,,[],7.00 Miles / 11.27 Km,[]
Cow Creek NRT,South For k of Cow Creek,Oregon,"Douglas, Jackson",['Backcountry'],6.50 Miles / 10.46 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Pedestrian - Walking/Hiking/Running', 'Swimming', 'Wildlife Observation']"
Coyote Creek Trail,"City of San Jose, California",California,Santa Clara,"['Urban', 'Trail']",18.70 Miles / 30.09 Km,"['Bicycling (on pavement)', 'Pedestrian - Walking/Hiking/Running']"
Crag Crest,Grand Mesa National Forest,Colorado,,[],7.50 Miles / 12.07 Km,[]
Crane Lake,"In the Tongass National Forest, south of Petersburg on Mitkof Island.",Alaska,,[],0.30 Miles / 0.48 Km,[]
Crane Mountain NRT #161,"Fremont National Forest, In Fremont National Forest, SE of Lakeview, above Goose Lake State Recreation Area.",Oregon,Lake,['Backcountry'],36.00 Miles / 57.94 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Camping', 'Dogs - Mushing', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Motorized vehicles - ATV riding']"
Crawfords Path,,New Hampshire,Coos,['Backcountry'],2.90 Miles / 4.67 Km,"['Camping', 'Pedestrian - Walking/Hiking/Running', 'Snow - Snowshoeing']"
Croft Farm Trails,"Croft Farm, Borton Mills Rd., Cherry Hill, NJ",New Jersey,Camden,"['Nature', 'Trail']",1.50 Miles / 2.41 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Fishing', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation']"
Cross Ranch Trails,Cross Ranch State Park and Nature Preserve.,North Dakota,Oliver,"['Backcountry', 'Snow', 'Trail']",14.70 Miles / 23.66 Km,"['Camping', 'Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Wildlife Observation', 'Wildlife Observation']"
Cross Vermont Trail,Winsooski &amp; Wells River Valleys in Vermont,Vermont,"Chittenden, Washington, Caledonia, Orange","['Greenway', 'Rail', 'Trail', 'Urban', 'Trail']",90.00 Miles / 144.84 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Dogs - Mushing', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Motorized vehicles - Snowmobiling', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating']"
Crystal Lake Shoreline,"30 Miles southwest of Lewiston, MT.",Montana,Fergus,[],1.70 Miles / 2.74 Km,"['Dogs - On leash', 'Camping', 'Pedestrian - Walking/Hiking/Running', 'Bicycling (off pavement)', 'Boating, non-motorized: Canoeing', 'Swimming', 'Fishing', 'Wildlife Observation']"
Cunningham Park Southeast Preserve Trail,"Cunningham Park Southeast Preserve, In Queens at Cunningham Park just south of interstate 495.<br/>",New York,Queens,"['Urban', 'Trail']",2.00 Miles / 3.22 Km,"['Pedestrian - Walking/Hiking/Running', 'Wildlife Observation', 'Wildlife Observation']"
Cut Foot Sioux NRT,Chippewa National Forest; Deer River Ranger District,Minnesota,Itasca,['Backcountry'],22.00 Miles / 35.41 Km,"['Bicycling (off pavement)', 'Camping', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing']"
Cypress Nature,"Rural, 13 mi. north of Shreveport at the Cypress-Black Bayou Recreation Area.",Louisiana,,[],4.50 Miles / 7.24 Km,"['Bicycling (on pavement)', 'Boating, Canoeing', 'Boating, Kayaking', 'Camping', 'Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Swimming']"
Dam Mountain,"Lake Catherine State Park, 15 miles south of Hot Springs on State Route 7.",Arkansas,,[],4.50 Miles / 7.24 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Swimming', 'Wildlife Observation']"
Daniel Boone Scout Trail,backcountry,North Carolina,,[],3.20 Miles / 5.15 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Camping', 'Wildlife Observation', 'Camping']"
Dark Mountain Trail,"Dark Mountain Park, W. Kerr Scott Reservoir",North Carolina,Wilkes,[],7.00 Miles / 11.27 Km,"['Bicycling (off pavement)', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Deception Falls Nature #1078,"Six miles east of Skykomish, WA on Hwy 2., 75 mi. east of Everett and Seattle on U.S. Highway 2 at Deception Falls picnic site.",Washington,King,[],0.60 Miles / 0.97 Km,"['Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation', 'Wildlife Observation']"
Deep Creek,"In Lewis &amp; Clark NF, southeast of Great Falls. Trailhead is in Logging Creek Campground",Montana,Cascade,['Backcountry'],18.50 Miles / 29.77 Km,"['Equestrian - Riding', 'Motorized vehicles - OHV driving', 'Pedestrian - Walking/Hiking/Running']"
DeHart Mountain Trail,"DeHart Botanical Gardens, Louisburg, NC",Virginia,,"['Nature', 'Trail']",5.20 Miles / 8.37 Km,"['Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Delaware Canal Heritage,Urban/Suburban/Rural,Pennsylvania,,[],60.00 Miles / 96.56 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing', 'Swimming', 'Swimming - Diving/snorkeling', 'Wildlife Observation']"
Delphi Historic Trails,Delphi,Indiana,Carroll,"['Backcountry', 'Greenway', 'Rail', 'Trail']",7.00 Miles / 11.27 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Boating, non-motorized: Rafting', 'Camping', 'Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snow Play, General', 'Snow - Snowshoeing', 'Wildlife Observation']"
Des Moines River Water Trail - North Section,"Cottonwood to Birdland Park Access In Polk County, IA, Follows Des Moines River south from Cottonwood Recreation Area<br/>
North Section (Cottonwood to through downtown to Birdland Park.<br/>
Birdland Park Access) IA <br/>",Iowa,Polk,"['Water', 'Trail']",8.80 Miles / 14.16 Km,"['Fishing', 'Swimming', 'Wildlife Observation']"
Deschutes River Trail,"Deschutes National Forest; Just outside Bend, OR.",Oregon,Deschutes,[],9.10 Miles / 14.65 Km,"['Bicycling (off pavement)', 'Equestrian - Riding', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
DeSoto State Park Trail System,Within DeSoto State Park near Ft. Payne in north-central Alabama,Alabama,DeKalb,"['Backcountry', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail']",19.00 Miles / 30.58 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Swimming', 'Wildlife Observation']"
Devils Head,In the Pike NF at Devil’s Head Campground.  From Sedalia take US 85 and SR 7 W 10 mi. to Indian Creek Work Center.  Then 9 mi. S on Rampart Range Rd.,Colorado,,[],1.30 Miles / 2.09 Km,"['Camping', 'Pedestrian - Walking/Hiking/Running']"
Diablo Lake Trail,"In North Cascades National Park, starts at Diablo Lake Resort.",Washington,Skagit,['Backcountry'],3.80 Miles / 6.12 Km,"['Camping', 'Pedestrian - Walking/Hiking/Running']"
Dismal Swamp Canal Trail,Trail Entrance by Dismal Swamp Welcome Center and Dismal Swamp State Park parking lot or by the connection of US Hwy 17 and Hwy 343 in South Mills. Trail runs beside the historic Dismal Swamp Canal.,North Carolina,Camden,['Greenway'],4.50 Miles / 7.24 Km,"['Bicycling (on pavement)', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Dogs - On leash', 'Fishing', 'Heritage and History', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Divide-Twin Creek,"Salmon Challis National Forest, On U.S. Highway 93 north of Salmon, from North Fork to Montana line, west to Lost Trail Pass.",Idaho,Lemhi,['Backcountry'],19.00 Miles / 30.58 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Camping', 'Dogs - Mushing', 'Dogs - On leash', 'Equestrian - Riding', 'Equestrian - Pack trips', 'Equestrian - Other stock', 'Motorized vehicles - Snowmobiling']"
Doc Hilt Trails,"Lineville, Alabama, Just north of Lineville on Good Hope Road.<br/>",Alabama,Clay,['Backcountry'],15.00 Miles / 24.14 Km,"['Camping', 'Motorized vehicles - ATV riding', 'Motorized vehicles - Motorcycling', 'Motorized vehicles - OHV driving', 'Wildlife Observation']"
Dog Canyon,At Oliver Lee Mem. State Park 14 mi. S of Alamogordo.  Connects in to Lincoln NF.,New Mexico,,[],4.20 Miles / 6.76 Km,"['Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Domke Lake,Accessed at 25-mile Trailhead on south shore of Lake Chelan.,Washington,Chelan,['Backcountry'],3.00 Miles / 4.83 Km,"['Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Swimming']"
Dornwood Park Nature Trail,southeast Topeka,Kansas,Shawnee,"['Nature', 'Trail']",7.00 Miles / 11.27 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
Dr. Paul Dudley White,"Urban, Charles River.",Massachusetts,,['Greenway'],18.00 Miles / 28.97 Km,"['Camping', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating']"
Dripping Springs,10 mi. E of Las Cruces on University Ave. at the A.B. Cox visito center.,New Mexico,Doña Ana,['Backcountry'],4.50 Miles / 7.24 Km,['Pedestrian - Walking/Hiking/Running']
Duncan Ridge,"In Chattahoochee National Forest, links the Appalachian NST N of Springer Mountain to DeSoto Falls.",Georgia,Union,['Backcountry'],35.50 Miles / 57.13 Km,[]
Eagle Falls,"Cumberland Falls State Park<br/>
7351 HIghway 90  Corbin, KY 40701<br/>
(606) 528-4121",Kentucky,McCreary,['Backcountry'],1.00 Miles / 1.61 Km,['Pedestrian - Walking/Hiking/Running']
Eagle Roost Nature Trail,"Salt Plains National Wildlife Refuge, At Salt Plains NWR south of State Route 11 northwest of Enid. <br/>",Oklahoma,Alfalfa,"['Nature', 'Trail']",1.25 Miles / 2.01 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation', 'Wildlife Observation']"
East Bay Skyline Trail,,California,Alameda,"['Urban', 'Trail']",31.52 Miles / 50.73 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Camping', 'Equestrian - Riding', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Wildlife Observation']"
East Impoundment,At John Heinz NWR on Darby Creek near Philadelphia Int’l Airport.,Pennsylvania,,[],3.00 Miles / 4.83 Km,[]
Eastern Shore Trail,"Gator Alley at I-10 in Daphne, Alabama to Weeks Bay Reserve on Scenic Highway 98 in Baldwin County, Alabama.<br/>",Alabama,Baldwin,"['Greenway', 'Urban', 'Trail']",24.00 Miles / 38.62 Km,"['Bicycling (on pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Eberley Park Fitness,Suburban,Illinois,Whiteside,"['Nature', 'Trail']",1.70 Miles / 2.74 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Pedestrian - Walking/Hiking/Running']"
Ed's Lake NRT,In Nicolet NF 11 mi SW of Crandon on Co. Hwy W.,Wisconsin,Forest,[],6.00 Miles / 9.66 Km,[]
Edisto Nature Trail,Adjacent to Edisto River Swamp.  The trail crosses the old Charleston to Savannah Rd.  Nearby is the temporary state capitol site.,South Carolina,,['Other'],1.50 Miles / 2.41 Km,"['Dogs - On leash', 'Pedestrian - Walking/Hiking/Running', 'Wildlife Observation']"
El Toro,Caribbean National Forest,,Rio Grande,['Backcountry'],2.20 Miles / 3.54 Km,"['Camping', 'Pedestrian - Walking/Hiking/Running', 'Swimming', 'Wildlife Observation', 'Wildlife Observation']"
Elizabeth City,,North Carolina,,[],1.60 Miles / 2.57 Km,[]
Elk River Hiking Trail,Along NW shore of Elk City Lake near Elk City and Independence. (recertified 1993),Kansas,Montgomery,"['Nature', 'Trail']",15.00 Miles / 24.14 Km,['Pedestrian - Walking/Hiking/Running']
Elroy-Sparta State Trail,"Rural-links the communities of Elroy, Kendall, Wilton, Norwalk and Sparta",Wisconsin,Juneau and Monroe,"['Rail', 'Trail']",32.00 Miles / 51.50 Km,"['Bicycling (on pavement)', 'Camping', 'Dogs - On leash', 'Fishing', 'Motorized vehicles - Snowmobiling', 'Pedestrian - Walking/Hiking/Running']"
Erie Canal Heritage Trail,Between Albany and Buffalo,New York,"Monroe, Niagara, Orleans, Wayne","['Rail', 'Trail']",65.30 Miles / 105.09 Km,"['Bicycling (on pavement)', 'Bicycling (off pavement)', 'Camping', 'Equestrian - Riding', 'Motorized vehicles - Snowmobiling', 'Pedestrian - Walking/Hiking/Running', 'Roller/Inline Skating', 'Snow - Cross-country Skiing']"
Escudilla,"In Apache National Forest at Escudilla Mountain, southeast of Eager.",Arizona,,[],3.30 Miles / 5.31 Km,[]
Fairmount Park Bike Path,Urban,Pennsylvania,"Fairmount, Montgomery",[],8.20 Miles / 13.20 Km,"['Dogs - On leash', 'Fishing', 'Pedestrian - Walking/Hiking/Running']"
Fall Creek Trail,"North of Dexter Reservoir, about 15 miles west of the town of Lowell and aprox. 45 minutes from Eugene",Oregon,Lane,['Backcountry'],13.70 Miles / 22.05 Km,['Pedestrian - Walking/Hiking/Running']
Farm Island System Trail,At Farm Island State Rec. Area SE of Pierre.,South Dakota,Hughes,"['Nature', 'Trail']",4.10 Miles / 6.60 Km,['Pedestrian - Walking/Hiking/Running']
Feather Falls,"near Oroville, CA, lake Oroville.",California,Plumas,['Backcountry'],3.50 Miles / 5.63 Km,"['Bicycling (off pavement)', 'Camping', 'Pedestrian - Walking/Hiking/Running']"
Felix Lake Nature,"At Tyndall AFB, 10 mi. SE of Panama City. (recertified 1992)",Florida,,[],1.60 Miles / 2.57 Km,[]
Finger Lakes Canoe Trail,"In the Winona District of the Upper Mississippi River National Wildlife and Fish Refuge near Kellogg, MN.<br/>
GPS coordinates: NAD 1983 Zone 15<br/>
Latitude: 44 15.907' N<br/>
Longitude: 91 54.589' W<br/>",Minnesota,Wabasha,"['Water', 'Trail']",5.20 Miles / 8.37 Km,"['Boating, Motorized', 'Boating, non-motorized: Canoeing', 'Boating, non-motorized: Kayaking', 'Camping', 'Fishing', 'Hunting', 'Swimming', 'Wildlife Observation']"
Fish Creek,"On Manti-La Sal NF, from Fish Creek Campground to North Skyline Drive.",Utah,,[],10.00 Miles / 16.09 Km,"['Bicycling (off pavement)', 'Camping', 'Dogs - On leash', 'Equestrian - Riding', 'Fishing', 'Pedestrian - Walking/Hiking/Running', 'Snow - Cross-country Skiing', 'Snow - Snowshoeing']"
Fisher Towers Trail,"22 miles east of Moab, UT, At BLM’s Fisher Towers Recreation Site, off Scenic Byway 128, 21 miles northeast of Moab.",Utah,Grand,['Backcountry'],2.20 Miles / 3.54 Km,['Pedestrian - Walking/Hiking/Running']
Flagler Trail,"Begins at the Northern-most point at St. Johns River Trailhead and lake Harney Wilderness Area in Geneva, Fl",Florida,Seminole,"['Equestrian', 'Trail', 'Greenway', 'Mountain', 'Bike', 'Trail', 'Nature', 'Trail', 'Rail', 'Trail', 'Urban', 'Trail']",8.70 Miles / 14.00 Km,"['Bicycling (off pavement)', 'Dogs - On leash', 'Equestrian - Riding', 'Wildlife Observation']"
